CELL_ID,C1QC,CD107a,CD11b,CD141,CD183,CD196,CD227,CD25,CD31,CD45,CD68,CollagenIV,EpCAM,Nestin,Perlecan,RORgammaT,SPP1,TFAM,VWF,aSMA,bCatenin1
1,53.64699935913086,86.34700012207031,43.35300064086914,24.01300048828125,316.4729919433594,24.113000869750977,17.979999542236328,19.547000885009766,24.207000732421875,60.959999084472656,38.29999923706055,1053.9930419921875,18.079999923706055,28.072999954223633,76.68699645996094,307.7669982910156,97.68000030517578,48.707000732421875,33.867000579833984,141.4669952392578,299.1000061035156
2,39.92100143432617,39.263999938964844,32.66600036621094,27.184999465942383,109.64800262451172,17.489999771118164,58.882999420166016,26.257999420166016,19.246000289916992,33.433998107910156,27.750999450683594,628.5780029296875,17.025999069213867,21.194000244140625,86.98500061035156,168.9029998779297,90.70099639892578,61.935001373291016,30.795000076293945,2567.87109375,43.987998962402344
3,84.16600036621094,168.87399291992188,43.09400177001953,24.878000259399414,1070.925048828125,34.4379997253418,1142.6280517578125,29.233999252319336,22.51099967956543,102.77799987792969,43.00699996948242,339.7659912109375,23.496000289916992,40.7140007019043,63.527000427246094,1663.322998046875,283.07501220703125,524.218017578125,62.04899978637695,229.80599975585938,154.58299255371094
4,35.7239990234375,31.670000076293945,37.652000427246094,18.447999954223633,71.39399719238281,19.476999282836914,28.194000244140625,18.3799991607666,22.81399917602539,29.934999465942383,26.357999801635742,312.87799072265625,21.06800079345703,21.652000427246094,51.34400177001953,104.78099822998047,74.35800170898438,48.5629997253418,32.87099838256836,881.6589965820312,56.26499938964844
5,99.08999633789062,150.78399658203125,42.90599822998047,20.645999908447266,787.5919799804688,30.41900062561035,1765.3890380859375,21.731000900268555,21.049999237060547,83.5999984741211,29.177000045776367,263.1700134277344,20.97599983215332,42.44300079345703,52.78200149536133,925.8619995117188,232.21800231933594,282.3139953613281,53.77299880981445,135.5919952392578,156.9759979248047
6,32.80799865722656,50.64099884033203,29.15399932861328,21.82699966430664,172.41000366210938,20.15399932861328,29.90999984741211,34.99399948120117,31.454999923706055,41.91699981689453,24.788000106811523,559.8460083007812,16.33300018310547,30.981000900268555,120.85299682617188,305.0,132.00599670410156,36.59000015258789,33.03200149536133,3423.64697265625,49.62799835205078
7,261.7869873046875,139.7969970703125,45.17900085449219,27.604999542236328,1175.322021484375,33.08000183105469,44.2760009765625,27.23900032043457,20.395000457763672,144.63800048828125,44.952999114990234,464.2860107421875,15.105999946594238,49.86000061035156,60.47200012207031,517.030029296875,205.55499267578125,161.08999633789062,66.70800018310547,190.62100219726562,146.78399658203125
8,46.75600051879883,67.43299865722656,36.83300018310547,19.017000198364258,345.3940124511719,31.027999877929688,29.378000259399414,27.700000762939453,13.817000389099121,50.555999755859375,24.256000518798828,408.1830139160156,22.91699981689453,36.37799835205078,107.95600128173828,548.8499755859375,173.16700744628906,156.41700744628906,32.50600051879883,5136.35009765625,47.805999755859375
9,59.26499938964844,40.37799835205078,47.20500183105469,26.222000122070312,202.41099548339844,26.31399917602539,23.750999450683594,28.226999282836914,18.323999404907227,37.2859992980957,23.323999404907227,386.78399658203125,15.680999755859375,21.226999282836914,76.58899688720703,247.9510040283203,124.70800018310547,132.85899353027344,57.231998443603516,2602.162109375,40.513999938964844
10,38.0,46.95100021362305,33.79899978637695,17.36199951171875,74.8219985961914,29.400999069213867,28.900999069213867,28.430999755859375,17.332000732421875,36.207000732421875,33.33599853515625,385.239990234375,24.969999313354492,31.82200050354004,90.76300048828125,127.03600311279297,80.12799835205078,54.5890007019043,48.2760009765625,1249.25,47.11800003051758
