CELL_ID,C1QC,CD107a,CD11b,CD141,CD183,CD196,CD227,CD25,CD31,CD45,CD68,CollagenIV,EpCAM,Nestin,Perlecan,RORgammaT,SPP1,TFAM,VWF,aSMA,bCatenin1
1,58.430999755859375,239.82699584960938,33.41600036621094,22.17300033569336,695.510009765625,36.35100173950195,25.510000228881836,25.27199935913086,17.56399917602539,92.45999908447266,63.54499816894531,32.71799850463867,32.5,47.3120002746582,48.638999938964844,739.0640258789062,182.33200073242188,90.01000213623047,67.9260025024414,230.62899780273438,157.0500030517578
2,611.7570190429688,83.35299682617188,48.74300003051758,14.647000312805176,2478.573974609375,28.610000610351562,29.66900062561035,27.97100067138672,16.66200065612793,211.0590057373047,64.0,184.2570037841797,23.176000595092773,48.58100128173828,72.27899932861328,488.6400146484375,255.28700256347656,301.4410095214844,50.39699935913086,115.02899932861328,247.04400634765625
3,53.194000244140625,160.98800659179688,35.10900115966797,36.3390007019043,771.7449951171875,47.06700134277344,144.3090057373047,30.163999557495117,28.30299949645996,42.29100036621094,44.14500045776367,306.24200439453125,31.26099967956543,44.194000244140625,108.66699981689453,1160.751953125,185.93299865722656,83.38200378417969,50.236000061035156,160.86700439453125,82.99400329589844
4,76.18399810791016,197.1840057373047,45.18000030517578,23.341999053955078,1866.2540283203125,63.87699890136719,600.7849731445312,33.8380012512207,29.408000946044922,137.95199584960938,90.06999969482422,87.97799682617188,49.46500015258789,29.98200035095215,68.4469985961914,1826.623046875,382.5260009765625,293.6669921875,66.26799774169922,89.18900299072266,225.45599365234375
5,91.15499877929688,992.6099853515625,52.02299880981445,23.764999389648438,1520.737060546875,54.319000244140625,201.66700744628906,34.624000549316406,24.700000762939453,116.87799835205078,90.9530029296875,62.86899948120117,66.89199829101562,33.06100082397461,82.37100219726562,1606.427001953125,240.67100524902344,318.21099853515625,71.85399627685547,116.89700317382812,220.9669952392578
6,41.76300048828125,151.5070037841797,28.569000244140625,18.388999938964844,503.8869934082031,30.131000518798828,18.72800064086914,23.076000213623047,21.72100067138672,62.474998474121094,44.935001373291016,218.3179931640625,20.106000900268555,38.849998474121094,51.21900177001953,953.6240234375,118.64299774169922,58.51599884033203,48.06700134277344,102.04100036621094,69.24199676513672
7,13.03600025177002,46.41299819946289,31.316999435424805,17.659000396728516,80.91000366210938,18.364999771118164,7.783999919891357,30.222000122070312,31.784000396728516,27.874000549316406,32.382999420166016,226.40699768066406,20.406999588012695,28.364999771118164,46.617000579833984,126.78399658203125,51.19200134277344,62.981998443603516,34.73099899291992,297.3590087890625,91.53299713134766
8,43.7400016784668,42.527000427246094,42.82699966430664,19.267000198364258,244.84800720214844,31.5049991607666,6.978000164031982,21.663999557495117,18.559999465942383,71.35399627685547,50.99599838256836,232.60299682617188,17.591999053955078,20.72599983215332,52.89500045776367,328.5780029296875,100.2490005493164,106.66799926757812,41.66400146484375,58.98899841308594,97.83799743652344
9,511.5679931640625,76.56800079345703,32.064998626708984,26.6560001373291,1196.0360107421875,40.76599884033203,31.128000259399414,30.410999298095703,27.06800079345703,121.41400146484375,101.0260009765625,68.31500244140625,20.378000259399414,32.66899871826172,54.8390007019043,803.0989990234375,290.52301025390625,326.47100830078125,62.60200119018555,32.88800048828125,83.75800323486328
10,154.70399475097656,380.4840087890625,40.066001892089844,21.038999557495117,1184.116943359375,43.16600036621094,322.6189880371094,24.08799934387207,26.559999465942383,133.3470001220703,61.11000061035156,177.50599670410156,34.47200012207031,30.038999557495117,47.8390007019043,1018.2100219726562,319.39599609375,364.72100830078125,69.68000030517578,56.87300109863281,200.4250030517578
11,62.00400161743164,240.5919952392578,30.461000442504883,23.81999969482422,506.5920104980469,32.44300079345703,24.868000030517578,29.57900047302246,20.118000030517578,82.86799621582031,54.59600067138672,156.92100524902344,23.19700050354004,43.07500076293945,57.7239990234375,421.37298583984375,130.16700744628906,97.2760009765625,61.99100112915039,147.21099853515625,106.62699890136719
12,45.047000885009766,188.48800659179688,50.89400100708008,25.510000228881836,733.7620239257812,36.652000427246094,149.2760009765625,24.375,29.200000762939453,280.0220031738281,95.09400177001953,154.1060028076172,24.889999389648438,39.95100021362305,53.46699905395508,789.5800170898438,178.89700317382812,94.83399963378906,43.63399887084961,82.43800354003906,64.2699966430664
13,69.9209976196289,204.46499633789062,34.66400146484375,13.975000381469727,450.45599365234375,36.75199890136719,22.347999572753906,17.871000289916992,23.922000885009766,72.55000305175781,54.74100112915039,149.17799377441406,24.030000686645508,32.125,51.417999267578125,514.4879760742188,124.62200164794922,113.95500183105469,46.762001037597656,109.87699890136719,70.53900146484375
14,68.98100280761719,138.4040069580078,27.735000610351562,22.051000595092773,666.7449951171875,32.487998962402344,21.179000854492188,21.836000442504883,21.93899917602539,100.65299987792969,48.73500061035156,129.86700439453125,20.913999557495117,59.09700012207031,55.97100067138672,1093.196044921875,161.58700561523438,106.95800018310547,53.946998596191406,139.88600158691406,67.94499969482422
