CELL_ID,C1QC,CD107a,CD11b,CD141,CD183,CD196,CD227,CD25,CD31,CD45,CD68,CollagenIV,EpCAM,Nestin,Perlecan,RORgammaT,SPP1,TFAM,VWF,aSMA,bCatenin1
1,284.92498779296875,98.95800018310547,37.63199996948242,16.844999313354492,975.7570190429688,50.678001403808594,27.933000564575195,26.891000747680664,18.966999053955078,154.0919952392578,49.97100067138672,240.66099548339844,19.250999450683594,51.611000061035156,49.83300018310547,647.7150268554688,250.06700134277344,174.78700256347656,56.992000579833984,76.1719970703125,227.53599548339844
2,66.96099853515625,65.76300048828125,451.2239990234375,24.01300048828125,350.4110107421875,42.57400131225586,27.01799964904785,28.124000549316406,37.94200134277344,379.31298828125,79.91300201416016,138.21800231933594,25.718000411987305,26.666000366210938,55.48699951171875,377.1969909667969,82.96600341796875,65.96099853515625,37.86600112915039,131.38699340820312,70.09500122070312
3,59.625999450683594,149.41099548339844,44.3380012512207,31.93000030517578,896.864013671875,45.34299850463867,38.28900146484375,38.51900100708008,28.7189998626709,302.36199951171875,183.63400268554688,182.21299743652344,19.937999725341797,29.402000427246094,66.53600311279297,1135.1300048828125,176.88099670410156,110.05999755859375,56.77199935913086,296.60198974609375,70.87000274658203
4,74.86799621582031,85.83799743652344,30.316999435424805,27.527000427246094,335.49700927734375,27.01799964904785,31.28700065612793,19.35300064086914,29.1560001373291,119.04199981689453,52.4370002746582,167.7310028076172,15.437000274658203,26.725000381469727,52.2400016784668,413.9460144042969,87.49099731445312,70.83799743652344,48.15599822998047,418.8500061035156,44.41299819946289
5,55.308998107910156,58.66400146484375,41.652000427246094,27.854999542236328,327.8190002441406,44.180999755859375,32.68600082397461,25.886999130249023,27.849000930786133,97.86799621582031,42.207000732421875,224.30099487304688,21.915000915527344,24.23200035095215,67.08300018310547,784.8690185546875,113.41400146484375,78.96700286865234,38.33599853515625,260.8280029296875,73.7770004272461
6,141.59300231933594,694.6309814453125,58.694000244140625,23.45599937438965,1181.4659423828125,57.207000732421875,1125.5150146484375,44.34000015258789,15.958000183105469,182.73199462890625,88.31600189208984,328.0249938964844,33.763999938964844,28.475000381469727,55.65999984741211,1810.5870361328125,412.3940124511719,394.5169982910156,89.38400268554688,251.16200256347656,173.67300415039062
7,290.5899963378906,135.17300415039062,46.53900146484375,28.016000747680664,1061.904052734375,42.970001220703125,27.034000396728516,27.895999908447266,26.73699951171875,123.56700134277344,54.6619987487793,143.9250030517578,19.347999572753906,48.04800033569336,48.689998626708984,1096.8409423828125,240.71800231933594,156.11900329589844,68.77200317382812,46.03499984741211,87.28500366210938
8,70.29299926757812,162.18299865722656,55.13199996948242,26.038999557495117,525.2050170898438,36.073001861572266,375.8659973144531,31.062999725341797,22.69300079345703,100.95500183105469,66.4209976196289,429.6789855957031,29.88800048828125,24.538999557495117,71.53900146484375,1053.1219482421875,233.7969970703125,137.33099365234375,51.96099853515625,266.75799560546875,139.98199462890625
9,45.48899841308594,72.29499816894531,46.4109992980957,24.132999420166016,427.78399658203125,31.45599937438965,22.979000091552734,29.089000701904297,22.3700008392334,84.41000366210938,52.74800109863281,344.0260009765625,20.361000061035156,26.256000518798828,55.45199966430664,732.9080200195312,135.41099548339844,68.66999816894531,58.44900131225586,519.0330200195312,67.11000061035156
10,200.45700073242188,93.95899963378906,42.31399917602539,23.861000061035156,816.2529907226562,32.10599899291992,30.077999114990234,34.61600112915039,23.47800064086914,107.96700286865234,64.68199920654297,329.17999267578125,15.517999649047852,31.743000030517578,44.077999114990234,878.3389892578125,173.0,188.8000030517578,50.5629997253418,99.74299621582031,106.60800170898438
11,420.1709899902344,126.90399932861328,44.11800003051758,23.187000274658203,1158.613037109375,39.56100082397461,28.124000549316406,26.798999786376953,24.517000198364258,142.56100463867188,61.374000549316406,259.21099853515625,20.59000015258789,48.24100112915039,44.35499954223633,1141.10498046875,214.80999755859375,211.66000366210938,61.49399948120117,74.2959976196289,134.95599365234375
